Date,DateText,Median Global Temp C Deviation,Bias Uncertainty (Lower 95 CI),Bias Uncertainty (Upper 95 CI),Measurement and Sampling Uncertainty (Lower 95 CI),Measurement and Sampling Uncertainty (Upper 95 CI),Coverage Uncertainty (Lower 95 CI),Coverage Uncertainty (Upper 95 CI),"Measurement, Sampling, and Bias Uncertainty (Lower 95 CI)","Measurement, Sampling, and Bias Uncertainty (Upper 95 CI)",Combined Uncertainty (Lower 95 CI),Combined Uncertainty (Upper 95 CI)
1864-03-01,1864/03,-0.507,-0.588,-0.44299999999999995,-0.701,-0.313,-0.884,-0.129,-0.7140000000000001,-0.302,-0.938,-0.077
1864-04-01,1864/04,-0.5479999999999999,-0.616,-0.483,-0.74,-0.35600000000000004,-0.785,-0.311,-0.752,-0.344,-0.86,-0.235
1864-05-01,1864/05,-0.45399999999999996,-0.544,-0.39899999999999997,-0.642,-0.266,-0.7090000000000001,-0.19899999999999998,-0.659,-0.257,-0.782,-0.133
1864-06-01,1864/06,-0.165,-0.242,-0.102,-0.34600000000000003,0.015,-0.384,0.054000000000000006,-0.36,0.024,-0.45899999999999996,0.12300000000000001
1864-07-01,1864/07,-0.159,-0.239,-0.1,-0.337,0.018000000000000002,-0.386,0.067,-0.35200000000000004,0.027000000000000003,-0.457,0.133
1864-08-01,1864/08,-0.311,-0.391,-0.252,-0.486,-0.13699999999999998,-0.597,-0.025,-0.501,-0.13,-0.6559999999999999,0.026000000000000002
1864-09-01,1864/09,-0.445,-0.525,-0.384,-0.633,-0.258,-0.78,-0.111,-0.647,-0.247,-0.836,-0.057999999999999996
1864-10-01,1864/10,-0.706,-0.7879999999999999,-0.643,-0.895,-0.517,-1.028,-0.384,-0.9129999999999999,-0.509,-1.09,-0.33
1864-11-01,1864/11,-0.47200000000000003,-0.544,-0.41200000000000003,-0.654,-0.289,-0.7659999999999999,-0.177,-0.669,-0.282,-0.8270000000000001,-0.122
1864-12-01,1864/12,-0.615,-0.6940000000000001,-0.541,-0.797,-0.434,-1.004,-0.22699999999999998,-0.813,-0.42200000000000004,-1.052,-0.182
1865-01-01,1865/01,-0.10099999999999999,-0.17600000000000002,-0.032,-0.284,0.08199999999999999,-0.642,0.44,-0.303,0.092,-0.6809999999999999,0.47100000000000003
1865-02-01,1865/02,-0.615,-0.7020000000000001,-0.542,-0.802,-0.42700000000000005,-1.273,0.043,-0.823,-0.414,-1.307,0.071
1865-03-01,1865/03,-0.6459999999999999,-0.7290000000000001,-0.578,-0.847,-0.446,-1.057,-0.235,-0.865,-0.435,-1.113,-0.185
1865-04-01,1865/04,-0.23600000000000002,-0.31,-0.17,-0.43200000000000005,-0.04,-0.48,0.008,-0.445,-0.026000000000000002,-0.556,0.087
1865-05-01,1865/05,-0.265,-0.353,-0.207,-0.451,-0.08,-0.516,-0.015,-0.467,-0.07,-0.588,0.052000000000000005
1865-06-01,1865/06,-0.285,-0.36700000000000005,-0.21600000000000003,-0.46399999999999997,-0.106,-0.527,-0.044000000000000004,-0.48200000000000004,-0.096,-0.597,0.02
1865-07-01,1865/07,-0.136,-0.218,-0.061,-0.332,0.06,-0.379,0.10800000000000001,-0.34700000000000003,0.073,-0.45799999999999996,0.185
1865-08-01,1865/08,-0.21,-0.292,-0.151,-0.39399999999999996,-0.025,-0.504,0.084,-0.41100000000000003,-0.017,-0.5670000000000001,0.141
1865-09-01,1865/09,-0.085,-0.17,-0.017,-0.278,0.107,-0.423,0.252,-0.293,0.11699999999999999,-0.483,0.307
1865-10-01,1865/10,-0.27,-0.37799999999999995,-0.204,-0.455,-0.084,-0.647,0.10800000000000001,-0.483,-0.077,-0.7070000000000001,0.15
1865-11-01,1865/11,-0.2,-0.287,-0.145,-0.387,-0.013000000000000001,-0.56,0.161,-0.406,-0.004,-0.617,0.20800000000000002
1865-12-01,1865/12,-0.342,-0.425,-0.26899999999999996,-0.528,-0.155,-0.738,0.054000000000000006,-0.5479999999999999,-0.146,-0.7909999999999999,0.098
1866-01-01,1866/01,0.037000000000000005,-0.051,0.10400000000000001,-0.14300000000000002,0.217,-0.47100000000000003,0.545,-0.16,0.23,-0.509,0.579
1866-02-01,1866/02,-0.21600000000000003,-0.302,-0.156,-0.402,-0.031,-0.735,0.303,-0.425,-0.023,-0.78,0.33399999999999996
1866-03-01,1866/03,-0.596,-0.6859999999999999,-0.525,-0.792,-0.4,-0.96,-0.23199999999999998,-0.8109999999999999,-0.38799999999999996,-1.02,-0.177
1866-04-01,1866/04,-0.265,-0.36200000000000004,-0.201,-0.444,-0.086,-0.5329999999999999,0.003,-0.469,-0.07400000000000001,-0.604,0.062
1866-05-01,1866/05,-0.53,-0.636,-0.467,-0.7090000000000001,-0.35200000000000004,-0.8,-0.26,-0.732,-0.33899999999999997,-0.868,-0.2
1866-06-01,1866/06,0.098,0.006999999999999999,0.159,-0.08,0.27699999999999997,-0.145,0.341,-0.10400000000000001,0.28600000000000003,-0.21899999999999997,0.40299999999999997
1866-07-01,1866/07,0.018000000000000002,-0.07400000000000001,0.087,-0.158,0.193,-0.22699999999999998,0.262,-0.175,0.209,-0.293,0.32899999999999996
1866-08-01,1866/08,-0.273,-0.353,-0.213,-0.447,-0.098,-0.5710000000000001,0.026000000000000002,-0.466,-0.084,-0.629,0.08
1866-09-01,1866/09,-0.23199999999999998,-0.318,-0.163,-0.40399999999999997,-0.061,-0.552,0.08800000000000001,-0.42,-0.045,-0.602,0.139
1866-10-01,1866/10,-0.425,-0.522,-0.353,-0.603,-0.247,-0.764,-0.086,-0.625,-0.23399999999999999,-0.82,-0.037000000000000005
1866-11-01,1866/11,-0.309,-0.396,-0.23800000000000002,-0.491,-0.126,-0.687,0.069,-0.513,-0.115,-0.74,0.114
1866-12-01,1866/12,-0.33399999999999996,-0.43799999999999994,-0.266,-0.519,-0.14800000000000002,-0.778,0.111,-0.546,-0.13699999999999998,-0.83,0.149
1867-01-01,1867/01,-0.313,-0.41100000000000003,-0.24,-0.512,-0.114,-0.83,0.204,-0.53,-0.10099999999999999,-0.875,0.245
1867-02-01,1867/02,0.006999999999999999,-0.079,0.08,-0.172,0.18600000000000003,-0.578,0.593,-0.195,0.2,-0.615,0.621
1867-03-01,1867/03,-0.7140000000000001,-0.805,-0.6459999999999999,-0.884,-0.545,-1.109,-0.32,-0.903,-0.531,-1.1520000000000001,-0.28
1867-04-01,1867/04,-0.266,-0.355,-0.2,-0.434,-0.09699999999999999,-0.515,-0.016,-0.455,-0.083,-0.58,0.043
1867-05-01,1867/05,-0.546,-0.639,-0.483,-0.7140000000000001,-0.379,-0.804,-0.289,-0.731,-0.366,-0.8640000000000001,-0.23199999999999998
1867-06-01,1867/06,-0.304,-0.391,-0.242,-0.48100000000000004,-0.128,-0.535,-0.073,-0.499,-0.11599999999999999,-0.607,-0.006999999999999999
1867-07-01,1867/07,-0.247,-0.335,-0.177,-0.41700000000000004,-0.078,-0.479,-0.016,-0.43200000000000005,-0.061,-0.542,0.051
1867-08-01,1867/08,-0.23399999999999999,-0.325,-0.16399999999999998,-0.40700000000000003,-0.061,-0.534,0.066,-0.428,-0.049,-0.5920000000000001,0.11699999999999999
1867-09-01,1867/09,-0.10300000000000001,-0.192,-0.036000000000000004,-0.268,0.062,-0.42,0.215,-0.287,0.078,-0.47,0.262
1867-10-01,1867/10,-0.18600000000000003,-0.276,-0.11599999999999999,-0.342,-0.028999999999999998,-0.526,0.155,-0.36700000000000005,-0.015,-0.573,0.193
1867-11-01,1867/11,-0.314,-0.409,-0.243,-0.489,-0.139,-0.679,0.051,-0.513,-0.127,-0.732,0.094
1867-12-01,1867/12,-0.628,-0.725,-0.562,-0.795,-0.461,-1.016,-0.24,-0.818,-0.449,-1.062,-0.20199999999999999
1868-01-01,1868/01,-0.7,-0.81,-0.622,-0.871,-0.53,-1.2919999999999998,-0.10800000000000001,-0.897,-0.515,-1.327,-0.083
1868-02-01,1868/02,-0.47100000000000003,-0.57,-0.38299999999999995,-0.644,-0.298,-1.137,0.19399999999999998,-0.675,-0.27899999999999997,-1.17,0.218
1868-03-01,1868/03,-0.079,-0.182,-0.005,-0.24600000000000002,0.087,-0.53,0.371,-0.273,0.10300000000000001,-0.5710000000000001,0.40399999999999997
1868-04-01,1868/04,-0.381,-0.45899999999999996,-0.31,-0.545,-0.217,-0.627,-0.135,-0.564,-0.201,-0.687,-0.076
1868-05-01,1868/05,-0.077,-0.183,-0.023,-0.23199999999999998,0.077,-0.335,0.18,-0.259,0.09,-0.39399999999999996,0.228
1868-06-01,1868/06,-0.17800000000000002,-0.27399999999999997,-0.114,-0.337,-0.019,-0.42100000000000004,0.065,-0.36200000000000004,-0.004,-0.484,0.12
1868-07-01,1868/07,0.138,0.047,0.20199999999999999,-0.02,0.297,-0.08900000000000001,0.365,-0.038,0.312,-0.149,0.424
1868-08-01,1868/08,-0.040999999999999995,-0.136,0.021,-0.19699999999999998,0.115,-0.319,0.237,-0.222,0.126,-0.375,0.281
1868-09-01,1868/09,-0.20199999999999999,-0.282,-0.142,-0.36,-0.044000000000000004,-0.48700000000000004,0.083,-0.37799999999999995,-0.032,-0.537,0.13
1868-10-01,1868/10,-0.23800000000000002,-0.317,-0.17,-0.397,-0.078,-0.529,0.053,-0.415,-0.064,-0.578,0.10099999999999999
1868-11-01,1868/11,-0.505,-0.5870000000000001,-0.442,-0.665,-0.34600000000000003,-0.8059999999999999,-0.205,-0.684,-0.336,-0.857,-0.162
1868-12-01,1868/12,-0.131,-0.22699999999999998,-0.064,-0.295,0.034,-0.511,0.25,-0.316,0.047,-0.556,0.289
1869-01-01,1869/01,-0.249,-0.34600000000000003,-0.18600000000000003,-0.41100000000000003,-0.08800000000000001,-0.7859999999999999,0.287,-0.43200000000000005,-0.073,-0.8170000000000001,0.314
1869-02-01,1869/02,0.258,0.17,0.315,0.078,0.43700000000000006,-0.214,0.7290000000000001,0.055,0.446,-0.26,0.762
1869-03-01,1869/03,-0.591,-0.672,-0.528,-0.7509999999999999,-0.431,-0.903,-0.27899999999999997,-0.767,-0.415,-0.9490000000000001,-0.23199999999999998
1869-04-01,1869/04,-0.221,-0.292,-0.151,-0.38,-0.063,-0.433,-0.01,-0.39399999999999996,-0.048,-0.494,0.052000000000000005
1869-05-01,1869/05,-0.281,-0.36,-0.225,-0.441,-0.121,-0.524,-0.037000000000000005,-0.45299999999999996,-0.109,-0.579,0.018000000000000002
1869-06-01,1869/06,-0.376,-0.451,-0.32,-0.537,-0.215,-0.59,-0.162,-0.552,-0.20600000000000002,-0.654,-0.10300000000000001
1869-07-01,1869/07,-0.293,-0.37200000000000005,-0.237,-0.451,-0.136,-0.511,-0.076,-0.465,-0.12300000000000001,-0.5710000000000001,-0.017
1869-08-01,1869/08,-0.084,-0.151,-0.03,-0.22899999999999998,0.061,-0.379,0.21100000000000002,-0.243,0.07,-0.42,0.248
1869-09-01,1869/09,-0.196,-0.256,-0.138,-0.358,-0.033,-0.466,0.075,-0.366,-0.02,-0.514,0.129
1869-10-01,1869/10,-0.41700000000000004,-0.488,-0.361,-0.58,-0.254,-0.6859999999999999,-0.14800000000000002,-0.594,-0.243,-0.7390000000000001,-0.09699999999999999
1869-11-01,1869/11,-0.371,-0.441,-0.311,-0.534,-0.209,-0.618,-0.125,-0.5479999999999999,-0.198,-0.675,-0.07
1869-12-01,1869/12,-0.358,-0.43200000000000005,-0.29100000000000004,-0.514,-0.20199999999999999,-0.674,-0.042,-0.53,-0.18899999999999997,-0.718,-0.0
1870-01-01,1870/01,-0.08199999999999999,-0.163,-0.009000000000000001,-0.23600000000000002,0.073,-0.493,0.32899999999999996,-0.252,0.085,-0.528,0.36
1870-02-01,1870/02,-0.45299999999999996,-0.523,-0.39399999999999996,-0.608,-0.299,-0.8290000000000001,-0.078,-0.63,-0.29100000000000004,-0.872,-0.048
1870-03-01,1870/03,-0.4,-0.467,-0.33899999999999997,-0.551,-0.25,-0.669,-0.132,-0.564,-0.23800000000000002,-0.715,-0.087
1870-04-01,1870/04,-0.20600000000000002,-0.262,-0.141,-0.363,-0.05,-0.409,-0.004,-0.373,-0.036000000000000004,-0.469,0.059000000000000004
1870-05-01,1870/05,-0.168,-0.247,-0.115,-0.319,-0.016,-0.39399999999999996,0.057999999999999996,-0.331,-0.005,-0.447,0.111
1870-06-01,1870/06,-0.21600000000000003,-0.28300000000000003,-0.16399999999999998,-0.37,-0.061,-0.402,-0.03,-0.38299999999999995,-0.053,-0.466,0.031
1870-07-01,1870/07,0.018000000000000002,-0.049,0.078,-0.132,0.168,-0.184,0.21899999999999997,-0.142,0.18,-0.23800000000000002,0.27699999999999997
1870-08-01,1870/08,-0.259,-0.327,-0.20600000000000002,-0.405,-0.113,-0.535,0.017,-0.419,-0.105,-0.579,0.055999999999999994
1870-09-01,1870/09,-0.264,-0.326,-0.213,-0.415,-0.113,-0.536,0.008,-0.428,-0.10300000000000001,-0.5820000000000001,0.052000000000000005
1870-10-01,1870/10,-0.40299999999999997,-0.47600000000000003,-0.33899999999999997,-0.5579999999999999,-0.248,-0.7,-0.106,-0.575,-0.235,-0.747,-0.062
1870-11-01,1870/11,-0.17,-0.23,-0.11199999999999999,-0.337,-0.002,-0.415,0.075,-0.345,0.011000000000000001,-0.47,0.136
1870-12-01,1870/12,-0.72,-0.795,-0.6609999999999999,-0.877,-0.562,-1.05,-0.389,-0.895,-0.55,-1.095,-0.349
1871-01-01,1871/01,-0.528,-0.606,-0.465,-0.696,-0.36,-1.01,-0.046,-0.711,-0.34700000000000003,-1.044,-0.013999999999999999
1871-02-01,1871/02,-0.5479999999999999,-0.621,-0.478,-0.723,-0.373,-1.034,-0.062,-0.741,-0.36,-1.071,-0.027999999999999997
1871-03-01,1871/03,0.003,-0.078,0.07,-0.16,0.165,-0.341,0.34700000000000003,-0.177,0.177,-0.386,0.387
1871-04-01,1871/04,-0.139,-0.20800000000000002,-0.069,-0.294,0.015,-0.35100000000000003,0.07200000000000001,-0.307,0.028999999999999998,-0.409,0.131
1871-05-01,1871/05,-0.309,-0.389,-0.255,-0.45899999999999996,-0.159,-0.5479999999999999,-0.071,-0.47100000000000003,-0.147,-0.597,-0.021
1871-06-01,1871/06,-0.222,-0.292,-0.168,-0.371,-0.073,-0.428,-0.016,-0.384,-0.062,-0.484,0.038
1871-07-01,1871/07,-0.013000000000000001,-0.084,0.049,-0.162,0.135,-0.213,0.18600000000000003,-0.17300000000000001,0.149,-0.268,0.245
1871-08-01,1871/08,-0.221,-0.284,-0.16699999999999998,-0.363,-0.078,-0.479,0.038,-0.375,-0.07,-0.522,0.078
1871-09-01,1871/09,-0.45299999999999996,-0.519,-0.401,-0.607,-0.299,-0.725,-0.18100000000000002,-0.619,-0.28800000000000003,-0.772,-0.135
1871-10-01,1871/10,-0.48,-0.5579999999999999,-0.42200000000000004,-0.64,-0.32,-0.7490000000000001,-0.21,-0.657,-0.311,-0.804,-0.163
1871-11-01,1871/11,-0.5379999999999999,-0.603,-0.483,-0.6920000000000001,-0.38299999999999995,-0.8079999999999999,-0.268,-0.705,-0.371,-0.855,-0.22
1871-12-01,1871/12,-0.561,-0.637,-0.507,-0.7140000000000001,-0.408,-0.871,-0.251,-0.7340000000000001,-0.4,-0.9179999999999999,-0.214
1872-01-01,1872/01,-0.31,-0.38799999999999996,-0.247,-0.466,-0.154,-0.7340000000000001,0.114,-0.48100000000000004,-0.14,-0.768,0.147
1872-02-01,1872/02,-0.405,-0.47600000000000003,-0.34600000000000003,-0.5710000000000001,-0.239,-0.812,0.003,-0.59,-0.228,-0.855,0.038
1872-03-01,1872/03,-0.47,-0.5529999999999999,-0.405,-0.63,-0.31,-0.784,-0.156,-0.647,-0.298,-0.8320000000000001,-0.113
1872-04-01,1872/04,-0.15,-0.21600000000000003,-0.08,-0.299,-0.001,-0.355,0.055999999999999994,-0.311,0.016,-0.41,0.115
1872-05-01,1872/05,-0.040999999999999995,-0.125,0.013999999999999999,-0.183,0.102,-0.263,0.18100000000000002,-0.19899999999999998,0.115,-0.314,0.231
1872-06-01,1872/06,-0.205,-0.27899999999999997,-0.151,-0.345,-0.065,-0.38299999999999995,-0.027000000000000003,-0.36,-0.053,-0.441,0.028999999999999998
1872-07-01,1872/07,-0.113,-0.177,-0.049,-0.261,0.035,-0.319,0.092,-0.273,0.05,-0.37200000000000005,0.15
1872-08-01,1872/08,-0.027000000000000003,-0.095,0.026000000000000002,-0.16899999999999998,0.115,-0.287,0.23399999999999999,-0.182,0.125,-0.331,0.275
1872-09-01,1872/09,-0.128,-0.18899999999999997,-0.07,-0.275,0.019,-0.379,0.122,-0.284,0.032,-0.42200000000000004,0.171
1872-10-01,1872/10,-0.22699999999999998,-0.294,-0.168,-0.37799999999999995,-0.075,-0.47100000000000003,0.017,-0.391,-0.065,-0.521,0.066
1872-11-01,1872/11,-0.244,-0.305,-0.185,-0.395,-0.09300000000000001,-0.474,-0.013999999999999999,-0.405,-0.08,-0.524,0.039
1872-12-01,1872/12,-0.426,-0.49200000000000005,-0.373,-0.5760000000000001,-0.276,-0.703,-0.149,-0.591,-0.265,-0.7490000000000001,-0.106
1873-01-01,1873/01,-0.03,-0.102,0.036000000000000004,-0.177,0.11699999999999999,-0.41200000000000003,0.35200000000000004,-0.192,0.129,-0.446,0.382
1873-02-01,1873/02,-0.344,-0.41700000000000004,-0.281,-0.498,-0.19,-0.7759999999999999,0.08800000000000001,-0.521,-0.17800000000000002,-0.8140000000000001,0.11599999999999999
1873-03-01,1873/03,-0.29,-0.37,-0.23399999999999999,-0.442,-0.138,-0.5870000000000001,0.006999999999999999,-0.45899999999999996,-0.126,-0.632,0.048
1873-04-01,1873/04,-0.524,-0.5870000000000001,-0.46299999999999997,-0.669,-0.37799999999999995,-0.738,-0.31,-0.6829999999999999,-0.364,-0.79,-0.257
1873-05-01,1873/05,-0.41200000000000003,-0.486,-0.358,-0.5589999999999999,-0.265,-0.63,-0.19399999999999998,-0.573,-0.254,-0.6829999999999999,-0.14300000000000002
1873-06-01,1873/06,-0.257,-0.321,-0.2,-0.409,-0.105,-0.451,-0.064,-0.42200000000000004,-0.09300000000000001,-0.511,-0.004
1873-07-01,1873/07,-0.15,-0.222,-0.077,-0.292,-0.008,-0.35,0.049,-0.306,0.012,-0.402,0.109
1873-08-01,1873/08,-0.159,-0.215,-0.099,-0.297,-0.02,-0.409,0.092,-0.312,-0.01,-0.45299999999999996,0.132
1873-09-01,1873/09,-0.355,-0.415,-0.293,-0.48700000000000004,-0.22399999999999998,-0.608,-0.102,-0.5,-0.207,-0.6459999999999999,-0.061
1873-10-01,1873/10,-0.401,-0.462,-0.33799999999999997,-0.551,-0.252,-0.65,-0.153,-0.564,-0.239,-0.698,-0.105
1873-11-01,1873/11,-0.46399999999999997,-0.524,-0.4,-0.611,-0.318,-0.682,-0.247,-0.621,-0.303,-0.731,-0.192
1873-12-01,1873/12,-0.272,-0.33399999999999996,-0.212,-0.418,-0.126,-0.537,-0.006999999999999999,-0.434,-0.114,-0.583,0.036000000000000004
1874-01-01,1874/01,0.063,-0.016,0.13699999999999998,-0.087,0.214,-0.376,0.503,-0.107,0.22699999999999998,-0.41,0.53
1874-02-01,1874/02,-0.435,-0.507,-0.38,-0.583,-0.287,-0.794,-0.076,-0.605,-0.276,-0.835,-0.045
1874-03-01,1874/03,-0.556,-0.637,-0.495,-0.703,-0.41,-0.8370000000000001,-0.276,-0.721,-0.397,-0.882,-0.235
1874-04-01,1874/04,-0.504,-0.568,-0.43700000000000006,-0.648,-0.36,-0.7120000000000001,-0.29600000000000004,-0.6609999999999999,-0.34299999999999997,-0.764,-0.24
1874-05-01,1874/05,-0.467,-0.551,-0.405,-0.615,-0.319,-0.703,-0.231,-0.628,-0.302,-0.752,-0.17800000000000002
1874-06-01,1874/06,-0.457,-0.5329999999999999,-0.397,-0.6,-0.313,-0.667,-0.24600000000000002,-0.616,-0.299,-0.72,-0.193
1874-07-01,1874/07,-0.16899999999999998,-0.24,-0.105,-0.307,-0.031,-0.379,0.040999999999999995,-0.322,-0.016,-0.429,0.091
1874-08-01,1874/08,-0.363,-0.431,-0.308,-0.504,-0.223,-0.631,-0.096,-0.518,-0.21100000000000002,-0.672,-0.055999999999999994
1874-09-01,1874/09,-0.204,-0.273,-0.14800000000000002,-0.341,-0.067,-0.44,0.033,-0.355,-0.053,-0.484,0.077
1874-10-01,1874/10,-0.433,-0.495,-0.38299999999999995,-0.569,-0.297,-0.665,-0.201,-0.583,-0.28600000000000003,-0.71,-0.158
1874-11-01,1874/11,-0.501,-0.563,-0.441,-0.643,-0.36,-0.7240000000000001,-0.278,-0.652,-0.344,-0.769,-0.226
1874-12-01,1874/12,-0.40399999999999997,-0.47100000000000003,-0.341,-0.547,-0.261,-0.657,-0.15,-0.564,-0.24600000000000002,-0.7040000000000001,-0.106
1875-01-01,1875/01,-0.5710000000000001,-0.6509999999999999,-0.502,-0.7120000000000001,-0.43,-0.9159999999999999,-0.226,-0.728,-0.41200000000000003,-0.95,-0.191
1875-02-01,1875/02,-0.597,-0.67,-0.532,-0.742,-0.452,-0.985,-0.209,-0.765,-0.43700000000000006,-1.022,-0.179
1875-03-01,1875/03,-0.597,-0.675,-0.537,-0.746,-0.44799999999999995,-0.847,-0.34700000000000003,-0.763,-0.435,-0.898,-0.3
1875-04-01,1875/04,-0.466,-0.528,-0.40399999999999997,-0.61,-0.322,-0.6659999999999999,-0.266,-0.626,-0.308,-0.723,-0.21100000000000002
1875-05-01,1875/05,-0.175,-0.263,-0.11900000000000001,-0.321,-0.03,-0.38,0.028999999999999998,-0.335,-0.015,-0.434,0.085
1875-06-01,1875/06,-0.233,-0.3,-0.172,-0.375,-0.091,-0.423,-0.043,-0.39,-0.078,-0.479,0.013000000000000001
1875-07-01,1875/07,-0.299,-0.375,-0.23399999999999999,-0.428,-0.16899999999999998,-0.49200000000000005,-0.105,-0.446,-0.154,-0.542,-0.057
1875-08-01,1875/08,-0.18,-0.254,-0.11900000000000001,-0.318,-0.043,-0.436,0.076,-0.335,-0.034,-0.48100000000000004,0.113
1875-09-01,1875/09,-0.268,-0.348,-0.213,-0.401,-0.136,-0.525,-0.011000000000000001,-0.42100000000000004,-0.122,-0.568,0.027000000000000003
1875-10-01,1875/10,-0.363,-0.43700000000000006,-0.307,-0.503,-0.222,-0.601,-0.124,-0.519,-0.20800000000000002,-0.647,-0.078
1875-11-01,1875/11,-0.503,-0.5660000000000001,-0.447,-0.642,-0.365,-0.715,-0.292,-0.657,-0.35,-0.765,-0.242
1875-12-01,1875/12,-0.506,-0.584,-0.444,-0.6459999999999999,-0.365,-0.742,-0.26899999999999996,-0.664,-0.349,-0.79,-0.222
1876-01-01,1876/01,-0.315,-0.38299999999999995,-0.25,-0.455,-0.175,-0.672,0.042,-0.473,-0.158,-0.706,0.07400000000000001
1876-02-01,1876/02,-0.27899999999999997,-0.35600000000000004,-0.21600000000000003,-0.41700000000000004,-0.142,-0.579,0.02,-0.436,-0.127,-0.618,0.055999999999999994
1876-03-01,1876/03,-0.38799999999999996,-0.469,-0.32299999999999995,-0.525,-0.251,-0.66,-0.115,-0.545,-0.23600000000000002,-0.703,-0.076
1876-04-01,1876/04,-0.298,-0.365,-0.23600000000000002,-0.44799999999999995,-0.14800000000000002,-0.501,-0.095,-0.46399999999999997,-0.133,-0.56,-0.037000000000000005
1876-05-01,1876/05,-0.5329999999999999,-0.621,-0.47700000000000004,-0.667,-0.39899999999999997,-0.742,-0.324,-0.6859999999999999,-0.38799999999999996,-0.7929999999999999,-0.27899999999999997
1876-06-01,1876/06,-0.282,-0.359,-0.225,-0.41200000000000003,-0.153,-0.48700000000000004,-0.078,-0.429,-0.14,-0.535,-0.034
1876-07-01,1876/07,-0.13699999999999998,-0.207,-0.069,-0.272,-0.002,-0.349,0.07400000000000001,-0.289,0.013000000000000001,-0.397,0.122
1876-08-01,1876/08,-0.248,-0.317,-0.18600000000000003,-0.38299999999999995,-0.114,-0.506,0.009000000000000001,-0.39799999999999996,-0.10099999999999999,-0.546,0.048
1876-09-01,1876/09,-0.436,-0.509,-0.375,-0.5820000000000001,-0.29,-0.6859999999999999,-0.18600000000000003,-0.599,-0.27699999999999997,-0.735,-0.14
1876-10-01,1876/10,-0.38799999999999996,-0.46299999999999997,-0.32799999999999996,-0.52,-0.257,-0.616,-0.161,-0.537,-0.243,-0.66,-0.11800000000000001
1876-11-01,1876/11,-0.586,-0.6459999999999999,-0.532,-0.716,-0.456,-0.794,-0.37799999999999995,-0.73,-0.441,-0.838,-0.332
1876-12-01,1876/12,-0.716,-0.789,-0.648,-0.85,-0.583,-0.968,-0.465,-0.8690000000000001,-0.564,-1.0090000000000001,-0.42200000000000004
1877-01-01,1877/01,-0.327,-0.41100000000000003,-0.259,-0.46299999999999997,-0.191,-0.693,0.039,-0.485,-0.175,-0.727,0.068
1877-02-01,1877/02,0.049,-0.025,0.11199999999999999,-0.094,0.191,-0.27,0.36700000000000005,-0.114,0.209,-0.309,0.405
1877-03-01,1877/03,-0.28,-0.36700000000000005,-0.214,-0.419,-0.141,-0.557,-0.003,-0.43799999999999994,-0.125,-0.599,0.037000000000000005
1877-04-01,1877/04,-0.321,-0.389,-0.261,-0.45799999999999996,-0.183,-0.52,-0.122,-0.47700000000000004,-0.17,-0.574,-0.07200000000000001
1877-05-01,1877/05,-0.45399999999999996,-0.547,-0.39399999999999996,-0.581,-0.32799999999999996,-0.6629999999999999,-0.24600000000000002,-0.599,-0.31,-0.7070000000000001,-0.201
1877-06-01,1877/06,-0.092,-0.17,-0.031,-0.222,0.038,-0.29100000000000004,0.107,-0.242,0.054000000000000006,-0.342,0.154
1877-07-01,1877/07,0.013000000000000001,-0.064,0.071,-0.11800000000000001,0.14400000000000002,-0.218,0.244,-0.134,0.159,-0.261,0.287
1877-08-01,1877/08,0.147,0.07200000000000001,0.21,0.019,0.276,-0.107,0.402,0.002,0.28800000000000003,-0.147,0.43799999999999994
1877-09-01,1877/09,0.027999999999999997,-0.040999999999999995,0.078,-0.105,0.162,-0.21100000000000002,0.268,-0.121,0.174,-0.254,0.308
1877-10-01,1877/10,0.062,-0.006,0.12300000000000001,-0.067,0.192,-0.165,0.289,-0.084,0.207,-0.207,0.331
1877-11-01,1877/11,0.096,0.035,0.158,-0.033,0.22399999999999998,-0.115,0.307,-0.043,0.242,-0.155,0.354
1877-12-01,1877/12,0.17,0.105,0.243,0.036000000000000004,0.305,-0.069,0.409,0.02,0.324,-0.111,0.456
1878-01-01,1878/01,0.174,0.105,0.235,0.042,0.306,-0.165,0.512,0.023,0.321,-0.198,0.542
1878-02-01,1878/02,0.40299999999999997,0.33,0.46799999999999997,0.272,0.534,0.11,0.695,0.253,0.552,0.07400000000000001,0.731
1878-03-01,1878/03,0.34299999999999997,0.264,0.405,0.20800000000000002,0.478,0.096,0.59,0.187,0.494,0.051,0.632
1878-04-01,1878/04,0.319,0.252,0.375,0.18899999999999997,0.449,0.12,0.518,0.172,0.466,0.07200000000000001,0.5670000000000001
1878-05-01,1878/05,-0.08199999999999999,-0.175,-0.027999999999999997,-0.21899999999999997,0.055,-0.28300000000000003,0.11900000000000001,-0.24100000000000002,0.067,-0.33899999999999997,0.16699999999999998
